['TAREI', 6.413962053582403]
['TAUSI', 5.999560716795534]
['CRAIE', 5.999295777640191]
['REIAU', 5.9981489762483315]
['TAINE', 5.994401614617896]
['OASEI', 5.993666761218045]
['CERUI', 5.992816264539056]
['CALTI', 5.992030734105948]
['ALTEI', 5.990604242228741]
['IURTA', 5.99018721267545]
['TOAIE', 5.988900370651898]
['DAREI', 5.988731927175234]
['SUITA', 5.988488996056399]
['SITUA', 5.985591723955985]
['PERIA', 5.9840992438052165]
['CUREA', 5.982641995092112]
['SAMEI', 5.9826019326912085]
['SUIAT', 5.982266796641829]
['SECAI', 5.982176315372485]
['NAIRE', 5.981913808034649]
['STRIA', 5.981010112172787]
['ARCEI', 5.980465248950054]
['TUIRE', 5.977950868796008]
['REALI', 5.976780165039948]
['RALIU', 5.975650808608678]
['MARIT', 5.975303162799507]
['BAREI', 5.974649650924258]
['LUSAI', 5.974138139523427]
['ROUAI', 5.973335241485978]
['RAPEI', 5.972594927107405]
['NASEI', 5.970779275121922]
['TAPEI', 5.970680980999676]
['DARIE', 5.96778523747991]
['LATIR', 5.9677562557014046]
['CIRTA', 5.96547807120415]
['MASEI', 5.965110158858565]
['MATRI', 5.963431006813776]
['SOTIA', 5.962082431552731]
['SOREI', 5.961577956039328]
['TULEA', 5.960195949079013]
['MUTAI', 5.960097002778133]
['LAMEI', 5.959682646866187]
['RUSEI', 5.959244356243507]
['LERUI', 5.957710210623525]
['TUSEI', 5.956901610037587]
['TAUNI', 5.956311340124826]
['SACUI', 5.955969112508892]
['SATRE', 5.955294873145321]
['PARUI', 5.954924007755172]
['AIURE', 5.9548451210421]
['RACIT', 5.954202067741263]
['TRIAU', 5.953786587500228]
['CAILE', 5.951965704827904]
['BARIE', 5.951112307886315]
['NASIE', 5.949277282804962]
['ACREI', 5.949211397854117]
['MELIA', 5.948753151084557]
['SUNAI', 5.9484460301805795]
['CARTE', 5.9475485784043745]
['SUTEA', 5.946633652596732]
['LUATI', 5.946503002431851]
['TOIRA', 5.9459556949251375]
['CARET', 5.945172000981476]
['RANIT', 5.943734378289405]
['SULEI', 5.943625407537271]
['CUTEI', 5.9432850945296805]
['SLEIA', 5.943054236450429]
['MUTIA', 5.942645241122238]
['SACRI', 5.941692794709469]
['PALEI', 5.9412434690713765]
['TARLE', 5.941195449513566]
['LAIES', 5.940435516786362]
['MAURI', 5.939969422875387]
['CALIT', 5.939841578572346]
['MITEA', 5.939609692282223]
['RATEU', 5.9394435716737135]
['CERTI', 5.9388810952220865]
['LIRAT', 5.9372280007359794]
['SALIU', 5.933840452032289]
['TAIEM', 5.9337674537727665]
['CUTIE', 5.933471054420512]
['MUREI', 5.931108801830316]
['TEICA', 5.930988382800981]
['PARTI', 5.929237944027557]
['TARSE', 5.92850716471225]
['ERATI', 5.927670120891632]
['COTAI', 5.927062627557967]
['SINEA', 5.926969023565602]
['LUARI', 5.92696468133707]
['ROITA', 5.92686249823768]
['SEURI', 5.925770307743215]
['URATI', 5.925696758243352]
['NAIER', 5.924266119163516]
['TEINA', 5.923432976619928]
['CARNI', 5.923008611100064]
['SANTI', 5.9227690850328]
['ACRIE', 5.922414036358846]
['URCAI', 5.922377122950259]
['TESUI', 5.921288489216127]
['LAICE', 5.920817643292453]
['PALIE', 5.917838037564173]
['SIRET', 5.914795740384297]
['CAMEI', 5.914259136945064]
['CASTI', 5.914121047804292]
['MANEI', 5.911525619788325]
['CEAIR', 5.910305903074356]
['LIATE', 5.909501754276094]
['IASTE', 5.908812209585517]
['RETIU', 5.907518424581628]
['ROSIA', 5.906905631422589]
['SOAIE', 5.9055948611214175]
['SARIC', 5.905181058117674]
['SOLIA', 5.904950761893317]
['LATRE', 5.904594963179109]
['TOLEI', 5.903609476240903]
['LACTI', 5.903577841616849]
['TUSEA', 5.902769370399464]
['SERAT', 5.902268324948846]
['SAPEI', 5.900473567277902]
['CATRE', 5.900445465389365]
['COREI', 5.900344670590313]
['CAISE', 5.899297365012405]
['SUIRE', 5.899061173529085]
['SOREA', 5.898759076203815]
['MULAI', 5.896609532794145]
['TERCI', 5.894748247407421]
['LAUSI', 5.8945204678769]
['ROTEA', 5.893963286722602]
['LUCIA', 5.893885668015798]
['LACUI', 5.893690665854439]
['MANIE', 5.893090136969679]
['RADEI', 5.892751567968452]
['RUNEI', 5.891653893130962]
['ARMEI', 5.890621889454147]
['MORIA', 5.890190559183163]
['SARIN', 5.889524361285546]
['PAIRE', 5.889450232665236]
['DATEI', 5.888206888306386]
['TRIAL', 5.887309717851531]
['LITRA', 5.887217319533368]
['CERIT', 5.887057009928243]
['ROUEI', 5.88495704479816]
['BATEI', 5.884578720370123]
['ULEIA', 5.884146046790386]
['CUTEA', 5.88355262711191]
['TARNE', 5.883364769084912]
['NALTI', 5.8832906117327015]
['CAREU', 5.88254496314894]
['CULEI', 5.882213952105738]
['IURTE', 5.880906041493082]
['MUREA', 5.880898575703801]
['STREI', 5.879539610570703]
['TUICA', 5.879072687941627]
['CRITA', 5.878775524005122]
['MARLI', 5.878114582333151]
['AISTE', 5.878064825473361]
['ASTEI', 5.877909556864137]
['SITAR', 5.877489593458027]
['LATIS', 5.877239545263224]
['ARCUI', 5.877165787191049]
['CERTA', 5.876167937540415]
['SUIET', 5.875891691034272]
['SALTE', 5.875510629358176]
['TERNI', 5.8753455099425]
['ARMIE', 5.874762664989848]
['RASET', 5.874678624725026]
['COLAI', 5.873767685385578]
['MESIA', 5.873528650405267]
['TOCAI', 5.872582295273769]
['RADIE', 5.8722572815367595]
['ROLEI', 5.872110936322952]
['SUITE', 5.871989418706848]
['LEUTI', 5.871386220235187]
['TALER', 5.8711474103959045]
['IAURT', 5.870518085549035]
['SARUT', 5.870508186675656]
['SARLE', 5.870319059333151]
['MAROI', 5.870271916140781]
['DURAI', 5.86775361457]
['MAIEU', 5.867340463936889]
['PAIET', 5.866155043971696]
['CANTI', 5.8657561000118745]
['SALCI', 5.864772262607026]
['PASEI', 5.8641520420394615]
['DARUI', 5.863705992066779]
['SARIM', 5.863661916739922]
['STRIE', 5.863254485892829]
['RASCI', 5.861156906719149]
['SOIRA', 5.860537881396017]
['LOTEI', 5.859935416558465]
['LUSEI', 5.859491283302075]
['SOTIE', 5.859402820749575]
['TASNI', 5.85901371725452]
['RUINA', 5.858748386247266]
['SURIT', 5.857726876622494]
['RAIUL', 5.857190333146857]
['BURAI', 5.8566313433356285]
['LAUTE', 5.855567171107198]
['ALTUI', 5.855549978513716]
['OUARI', 5.855356790590558]
['ARILE', 5.8551625781098755]
['TAIOR', 5.854557216604033]
['PAITE', 5.854005245012583]
['CERIU', 5.853025704798272]
['CAINE', 5.852991854210898]
['AUISE', 5.852640103555428]
['RAPUI', 5.852521418532811]
['COLIA', 5.852279949325061]
['URSEI', 5.852079050023505]
['SUMAI', 5.851862121944346]
['IUTAR', 5.851801957208078]
['RELUA', 5.850101155696232]
['IERNA', 5.849127486501906]
['RABIE', 5.8487660571867615]
['ANTEI', 5.8482619909860505]
['CIRTE', 5.84740834729298]
['SCRIA', 5.846642364844066]
['NASUI', 5.846221922225397]
['NAILE', 5.845561700133488]
['DALEI', 5.845103928553024]
['SOITA', 5.844739969212137]
['CIUTA', 5.844383883732509]
['LEROI', 5.84410027184503]
['PITEA', 5.844095598803338]
['TRISA', 5.843897615332488]
['SEINA', 5.843680073631815]
['ORCAI', 5.843608284008576]
['CURTI', 5.843358138733951]
['CLAIE', 5.842925483228577]
['MARTE', 5.842588387130917]
['MARET', 5.84208609161834]
['CERAT', 5.841431434769511]
['RASNI', 5.841111116080327]
['TAULE', 5.8402524077198965]
['TABIE', 5.8399391788756345]
['MIRAT', 5.839745590034079]
['TOIRE', 5.8391819585461215]
['OUATI', 5.839122397415687]
['TAUIM', 5.838975288742635]
['TIRAN', 5.838828404374882]
['PREIA', 5.838553448363254]
['MUSAI', 5.837598908219376]
['TUPAI', 5.8371923904806255]
['RATES', 5.836886062482575]
['ATRIU', 5.83628343640603]
['RATCE', 5.8362264767791405]
['SUIER', 5.836055120640234]
['ORNAI', 5.836032768909867]
['BALEI', 5.83566854316688]
['MAIUT', 5.835513235265535]
['LEICA', 5.834591331454905]
['ARECI', 5.834155354906534]
['PUREI', 5.833859772694216]
['MUTEI', 5.833694655415221]
['MARCI', 5.833646712985934]
['LATER', 5.831404814716378]
['MALIT', 5.831272163021548]
['SATIN', 5.83121399620406]
['CAPEI', 5.831100801782427]
['PAIER', 5.830964447678646]
['NOTAI', 5.830567683643128]
['PARIU', 5.829982001172724]
['TUILE', 5.829672442229038]
['MUTIE', 5.828601403323682]
['URMAI', 5.828585334910485]
['IESTA', 5.828402061222726]
['SOLEI', 5.8273470822596]
['TRASI', 5.827195950033041]
['ROSEI', 5.826658431016222]
['CARMI', 5.82564154847527]
['DALIE', 5.825451871673131]
['CROIA', 5.824300232172512]
['REUSI', 5.823376298121909]
['RUPIA', 5.822685467314807]
['ZAREI', 5.822368278047752]
['CASIU', 5.822011776194598]
['OLEIA', 5.821726400725706]
['CANIT', 5.821076233740758]
['TERNA', 5.821041650939336]
['MISEA', 5.8202128410508305]
['CAUNI', 5.819884247071634]
['TIPEA', 5.819452922993544]
['CELUI', 5.817320970409041]
['TERAS', 5.817179542774866]
['MOTAI', 5.816828617078528]
['CAUTE', 5.816523105835781]
['NASTI', 5.814851107932639]
['ROITE', 5.8133678795518815]
['REDAI', 5.812733098473894]
['SUETA', 5.812602439557027]
['MIARE', 5.812014304239309]
['COTEI', 5.811821628734447]
['SAIUL', 5.811821369248928]
['BALIE', 5.81178893200295]
['TRACI', 5.811751697891277]
['CARUT', 5.81169833858866]
['AURIM', 5.811638767401339]
['MECAI', 5.8115537590695725]
['MUIAT', 5.811158381342398]
['IURAS', 5.809999720712799]
['TANCI', 5.8099615053784195]
['SOLIE', 5.809659809131043]
['SADEI', 5.809232392241529]
['TASEU', 5.8087913600257215]
['ROSIE', 5.808373260553017]
['CURTA', 5.808340901301665]
['CAPIE', 5.808114725159063]
['ETIRA', 5.807796105343869]
['MASTI', 5.806931246033831]
['VARIE', 5.806340960193179]
['MOREI', 5.805646049627381]
['CITAU', 5.805359237895943]
['CELTI', 5.805004421657697]
['MAISE', 5.80485810531554]
['URSEA', 5.804103927795502]
['TALIM', 5.8034506193444395]
['LATIN', 5.803195763168729]
['GERAI', 5.80287194252533]
['RANCI', 5.801917391715969]
['ARPEI', 5.801716518461449]
['MITRA', 5.798404650675499]
['RACNI', 5.798390260919433]
['NOREI', 5.798000220146656]
['PILEA', 5.79734133059009]
['UIMEA', 5.79659945482464]
['SONAI', 5.796467450036588]
['SEPIA', 5.795404772738707]
['REDIA', 5.795402357045808]
['CURAT', 5.795012570004088]
['SOCAI', 5.794554968726938]
['NITRA', 5.793172789886358]
['LUASI', 5.792406157610593]
['TEUCI', 5.792151357346157]
['AORTE', 5.791444947031042]
['TUISE', 5.791362484716652]
['TURLA', 5.790800546212495]
['SERAL', 5.789820504888551]
['TURCI', 5.7895811550939555]
['GATEI', 5.789493793416468]
['LUCIE', 5.788635762841786]
['TRIAC', 5.787972413933069]
['SALEU', 5.787677905331558]
['TUIES', 5.787278230417557]
['ARINE', 5.787022480333315]
['MANUI', 5.7869288272170305]
['NATRE', 5.786732120153866]
['ROIAU', 5.786698093645997]
['BAIRE', 5.786685094790454]
['BETIA', 5.786444043046947]
['SEIAC', 5.786408897604639]
['MACRI', 5.785284510508684]
['MIRAU', 5.78509352770548]
['LESUI', 5.78479367659926]
['AUREL', 5.784559885112217]
['STIRA', 5.784467217544928]
['MATOI', 5.784091103403276]
['PARLI', 5.783712686842451]
['SECUI', 5.783667305108882]
['LUETA', 5.783627523393133]
['TOIAU', 5.782680620205359]
['SUINA', 5.782333396265308]
['MERIT', 5.782245712832927]
['PULIA', 5.780731922059202]
['MULEI', 5.78050296755385]
['URNEI', 5.779701181130621]
['LEPAI', 5.77962396147896]
['LITRE', 5.777990524022642]
['MUTEA', 5.77782404995875]
['METRI', 5.777748969361658]
['CERSI', 5.777188409649461]
['NULEI', 5.776973599428697]
['ASTUI', 5.7769381526117884]
['CATEL', 5.77689262188101]
['REUNI', 5.776626754031196]
['LISTA', 5.77655407785035]
['CUIER', 5.775843569805793]
['RAPIT', 5.77561143084949]
['SALIC', 5.775591758606352]
['ULITA', 5.775023346896574]
['MAICE', 5.774906112211344]
['SACRE', 5.774378756383987]
['NASIT', 5.774169837006384]
['TONEI', 5.7738524470348]
['MAORI', 5.772498601107471]
['STARI', 5.772409788549205]
['TARUS', 5.771539326188062]
['URIAS', 5.771475073424476]
['BATUI', 5.771151559999888]
['PAROI', 5.771111264686624]
['ELITA', 5.771094740634936]
['LABEI', 5.771024689778629]
['ALURI', 5.770451621948101]
['TUIAM', 5.7704305153699105]
['SAULE', 5.770317130387909]
['SUPAI', 5.769442490797274]
['CRETI', 5.768581406323691]
['COLEI', 5.7684823004876025]
['LISAT', 5.767222347990731]
['SORTI', 5.767094052627716]
['MOLAI', 5.767053162077566]
['RISTE', 5.766970049709271]
['LATIM', 5.7667086814712665]
['SIRUT', 5.7663939842492296]
['SACOI', 5.765319929630667]
['LIASE', 5.765238414826898]
['ROSEA', 5.763843394571449]
['SABIE', 5.763820123262448]
['PARSI', 5.7635031853096255]
['SIACE', 5.762997310088793]
['TEMUI', 5.762625441437518]
['SUCEA', 5.762482292574774]
['ALOEI', 5.7617806430909955]
['TURCA', 5.76165285568522]
['GURAI', 5.7607210058862695]
['TAUNE', 5.760459364300156]
['BAIET', 5.758927866627627]
['ISTEA', 5.758448503712851]
['RASEL', 5.758118407087137]
['MAINE', 5.757837701687503]
['SOLEA', 5.757708133900929]
['TINAR', 5.757445135768404]
['CASOI', 5.756961784339535]
['SALIN', 5.756878472010593]
['CUTRA', 5.7565196238374385]
['MICEA', 5.7564574804721556]
['SOIRE', 5.756201456826121]
['RABUI', 5.755827961796689]
['URICA', 5.755712221771488]
['SATUR', 5.755479300154724]
['MAURE', 5.755020732011774]
['DASIE', 5.754684365013865]
['URASI', 5.75450770024396]
['RUBAI', 5.754351210053259]
['NEURI', 5.754218418418141]
['DELIA', 5.753374068714809]
['MOLIA', 5.753219302806316]
['LUARE', 5.753172607035192]
['LUATE', 5.752283966591971]
['SINTA', 5.751857101700194]
['RECIT', 5.751735919238551]
['LACSI', 5.751256823112466]
['COLIE', 5.751232887440844]
['MATCI', 5.750978331415216]
['LABIE', 5.750946583389169]
['TAPIR', 5.750848033248277]
['PUIRA', 5.750604191677288]
['UNEAI', 5.749294923017462]
['PIRAT', 5.748896904208994]
['MOAIE', 5.748390737046421]
['CARNE', 5.747739018688102]
['TORIU', 5.747531649528282]
['AREIC', 5.746710754878488]
['BAITE', 5.746177774666569]
['ACERI', 5.746049993419203]
['PARTE', 5.745712618487346]
['CRITE', 5.745334016047858]
['SEIMA', 5.744994115243148]
['TURNA', 5.744846345145459]
['RUINE', 5.744502406841269]
['SETAU', 5.743541591175175]
['LUTRA', 5.743316179382188]
['DUREI', 5.7432991321677624]
['ESUAI', 5.743100656769261]
['PASUI', 5.742454802259312]
['CRILA', 5.741054473251845]
['GALEI', 5.740971563521603]
['CELTA', 5.740767845175664]
['PALIT', 5.7406267291249256]
['CISTA', 5.740565032520267]
['MARIN', 5.740410745497277]
['UIRAM', 5.740341566047353]
['LUCEA', 5.740327999977772]
['COTEA', 5.74018483950804]
['CEPAI', 5.74014894322932]
['RULAT', 5.740045793203333]
['RAZEI', 5.739772854645797]
['VATEI', 5.739704754009686]
['BUTIA', 5.738875816235489]
['PAIUT', 5.738519798609245]
['CERNI', 5.7384906745607855]
['LATES', 5.73807107140419]
['SCLAI', 5.73798657116832]
['SANTE', 5.737761980522356]
['SETCI', 5.737516418514683]
['ACRIT', 5.737051715017476]
['SANET', 5.737017509317167]
['RENTA', 5.7368345629986885]
['NOREA', 5.736367780472972]
['TUBAI', 5.736038969416199]
['LUNEA', 5.735679512666726]
['SOITE', 5.733857187499585]
['LACRE', 5.733216044450149]
['URNEA', 5.7328257289577484]
['IREAL', 5.732679083555194]
['NAUCI', 5.732117667158877]
['SUMEI', 5.732053405995472]
['CIULA', 5.731716703789301]
['FATEI', 5.7315340340394005]
['ETNIA', 5.731083292011332]
['SUTAR', 5.730603297361823]
['ASTRI', 5.730366489679754]
['CIUTE', 5.730142474723788]
['NOUAI', 5.730005896392338]
['BAIER', 5.729538053013621]
['BUREI', 5.729319992772505]
['SCRIE', 5.7290577084391305]
['ACIRE', 5.7283361168244875]
['TRIAM', 5.7282195617526686]
['CASET', 5.728023071775598]
['ITARE', 5.727526713210877]
['UNEIA', 5.727218882365932]
['CUINA', 5.726555676412499]
['PUITA', 5.726303691158695]
['TANIC', 5.726015110355271]
['LIOTA', 5.7259893542172255]
['BARIU', 5.725749044971206]
['RUBIA', 5.725101134394017]
['CASTE', 5.7247710062765]
['MAPEI', 5.724655494119637]
['ALMEI', 5.724589095180055]
['ALTOI', 5.724167310007218]
['ARDEI', 5.7240408410518135]
['URATE', 5.723910656690859]
['SORTA', 5.7233010532655975]
['ANSEI', 5.722960987019893]
['RAZIE', 5.722798829301966]
['LAPTI', 5.722675105934354]
['RITMA', 5.722540011172631]
['CARPI', 5.722372936865975]
['LIPEA', 5.722297204356946]
['PENAI', 5.7222271240859195]
['SEDAI', 5.722223611857502]
['CESTI', 5.721846025993009]
['MATER', 5.721683421277021]
['POTAI', 5.72153834340556]
['DANEI', 5.721131484155912]
['OTARI', 5.721034664835807]
['NOTEI', 5.720831860127236]
['RIMAT', 5.720558121647389]
['TALPI', 5.720464205176997]
['SULTA', 5.719438673864861]
['SURLA', 5.719364631097771]
['DACEI', 5.718703328017851]
['BURIE', 5.718671418771385]
['URINA', 5.718478466720596]
['LECUI', 5.71825165241904]
['SORIT', 5.71797596472728]
['TRECI', 5.717747803675602]
['PUIAT', 5.717699591477816]
['BAUTI', 5.71750267937873]
['TICLA', 5.7170679745561515]
['MUSEI', 5.716745700187221]
['AIEST', 5.71626419547848]
['LASER', 5.716188057668933]
['OSTIA', 5.715113508264377]
['SARME', 5.715029991124015]
['LETCI', 5.714233119246729]
['CAPUI', 5.713814489591752]
['TARUL', 5.713644010255908]
['ROATE', 5.713311289832879]
['LUPIA', 5.713209119135683]
['CRETA', 5.712818203083567]
['LIANE', 5.712187974621934]
['LAUSE', 5.711792572210291]
['TAFEI', 5.711750789862229]
['SERIC', 5.711653131158882]
['RUPIE', 5.7116460999412695]
['ZURAI', 5.711599317046489]
['SURET', 5.711435887977826]
['CAULE', 5.710991238403646]
['BORAI', 5.710819009166864]
['PASTI', 5.71006060911336]
['OLITA', 5.7096433696855025]
['STIAU', 5.7093412464075906]
['RENIU', 5.708290744047199]
['LANCI', 5.708252831732786]
['DULAI', 5.707945697906683]
['CLATI', 5.707686257557385]
['TEIUL', 5.707595847307698]
['NALTE', 5.706701516280333]
['IURES', 5.706541850810713]
['DILEA', 5.706351555204375]
['RAMNI', 5.706163344637525]
['TOILE', 5.705976196272921]
['SALCE', 5.705343915156487]
['TAIOS', 5.705150861882265]
['CALIN', 5.704937511419298]
['URMEI', 5.7044910056048685]
['LESTA', 5.704342920565742]
['PIETA', 5.70430266397782]
['BANEI', 5.703879098564386]
['NIELA', 5.703344214014168]
['MARUT', 5.702822388498944]
['SOMAI', 5.702675173206134]
['BACEI', 5.702502428050416]
['IETAC', 5.701942846130965]
['LISAU', 5.701877645864983]
['COLEA', 5.7017755639686625]
['LENTI', 5.701458104588608]
['CATUR', 5.701346879097726]
['VARUI', 5.700942905523841]
['SOIAU', 5.700538836795364]
['RAIOS', 5.700343089985687]
['ORALI', 5.700292395749407]
['ALESI', 5.700003865524996]
['PECIA', 5.699856051193185]
['DANIE', 5.699517496785243]
['PAISE', 5.699381485208638]
['SILCA', 5.699356828033196]
['SUIAM', 5.698947711476874]
['ASCEI', 5.69890344354705]
['ARTEL', 5.698582415149702]
['CRASI', 5.6984259954210845]
['APTEI', 5.698339886407655]
['NASLI', 5.698334772609855]
['RAFIE', 5.698225658323143]
['AULIC', 5.697657999529056]
['MALCI', 5.697302961331529]
['TOCEA', 5.697298651398267]
['RISCA', 5.697090795020972]
['MARSE', 5.697072459129886]
['TEUCA', 5.696815388409021]
['FURAI', 5.696355782712459]
['ROPAI', 5.695791253805109]
['RETIN', 5.695631605571687]
['DUREA', 5.695628619953337]
['CULTI', 5.695355895543247]
['ACRIU', 5.695236413263239]
['NEICA', 5.6951817683831]
['TESLA', 5.695125199528804]
['NOITA', 5.694613284163395]
['SEMUI', 5.694403030733882]
['NUMAI', 5.6943100829551145]
['SELAR', 5.693763881136734]
['BRAIE', 5.693487590667118]
['CLARI', 5.693125658411293]
['STAIR', 5.693085934242816]
['MURIT', 5.692126240413456]
['RACLE', 5.691665298694434]
['LEUCI', 5.691595966559943]
['TARGI', 5.6914889102837645]
['SICAR', 5.691382400488919]
['RUTIL', 5.6910111324353085]
['SARBI', 5.690145522127125]
['TOPAI', 5.689584881309708]
['OASTE', 5.689538454735155]
['CALMI', 5.689517399463647]
['TRESA', 5.689427367683587]
['TESAL', 5.688036376105617]
['DULIA', 5.687703984322882]
['CREAT', 5.687636964963462]
['HAREI', 5.687500849362746]
['BALTI', 5.687435947872076]
['AUDIE', 5.686946908506287]
['COSEI', 5.6868488216982715]
['SALUT', 5.68654221396797]
['CRUTI', 5.6859885577973985]
['SUDAI', 5.685843585151339]
['ILARE', 5.685286986483927]
['TRAIM', 5.685141189743397]
['MITRE', 5.685093206154336]
['SIREC', 5.684735973312351]
['REGIA', 5.684665177942757]
['TAOLE', 5.684536491467825]
['FIREA', 5.684330898697584]
['SAUNE', 5.684143353407228]
['RACIM', 5.683182658500218]
['USARI', 5.682561591779235]
['LOCEI', 5.682407491965293]
['PRUEI', 5.682271621049804]
['TURAN', 5.682123041700227]
['SATEN', 5.681866277673803]
['REPUI', 5.681671955267844]
['MURAT', 5.681032614026507]
['ZALEI', 5.681027925706377]
['MERSI', 5.68090560076491]
['BANIE', 5.680384170746662]
['ROMEI', 5.679935647248098]
['PUTEA', 5.679722761269359]
['MIRAS', 5.679567813916547]
['TORSI', 5.679247149898913]
['DALTI', 5.678668072946175]
['FALEI', 5.678643314406491]
['TIMAR', 5.67831079928022]
['ARBIE', 5.6781635621292725]
['OLARI', 5.677914846419068]
['LAPIT', 5.6778915535478705]
['SINAR', 5.677762602427568]
['CINAT', 5.677737729158425]
['PALIU', 5.6776704779288645]
['LARME', 5.677530827421286]
['CIRES', 5.6767883794245835]
['STERI', 5.676406749271001]
['MOSIA', 5.676285299491668]
['BRUIA', 5.675856716284157]
['RICSA', 5.675840083564251]
['RANIM', 5.6753424015229905]
['CANTE', 5.6750510747672065]
['USITA', 5.674344066540253]
['CALIM', 5.674098630494648]
['PULIE', 5.673241710769146]
['GATUI', 5.67312876277389]
['BEATI', 5.672545267036529]
['ROUTA', 5.672072416657598]
['SUINE', 5.672053590410468]
['UTILA', 5.671389467374836]
['URILE', 5.671299931722017]
['CLAIT', 5.671132692805007]
['RABIT', 5.670885478269044]
['BATIR', 5.6707837746673775]
['TINSA', 5.6701388922917655]
['ACUTI', 5.66991632706754]
['PASIT', 5.66987863128934]
['SETCA', 5.669749261026083]
['CENTI', 5.669190091450264]
['RIMAU', 5.668963843258935]
['RUPEA', 5.668873548263792]
['FURIA', 5.668543691823052]
['MOLEI', 5.668153871052189]
['NUTRI', 5.6679390918399255]
['LISTE', 5.667886952624805]
['SABUI', 5.667633486699757]
['LESOI', 5.667506225803185]
['ETILA', 5.667363473047178]
['GASEI', 5.665601563029394]
['CASEU', 5.665550294277128]
['RUGAI', 5.6640602917314]
['SIMTA', 5.664002546646941]
['CAUSE', 5.663980045277138]
['REMIT', 5.663071320559761]
['TAPOI', 5.66285843163301]
['BARIL', 5.662498637034593]
['MIAUT', 5.66242254006027]
['CEDAI', 5.662288754974754]
['SECTA', 5.66171577513954]
['ULMAI', 5.66120634410508]
